bank,review,sentiment_label,sentiment_score,identified_theme
Commercial Bank of Ethiopia,Why didn't you display cash transactions and bank statement in the mobile banking app?,neutral,0.0,Transaction Performance
Commercial Bank of Ethiopia,Amazing app,positive,0.5859,Other
Commercial Bank of Ethiopia,our legitimate bank,neutral,0.0,Other
Commercial Bank of Ethiopia,Ever and never seen this kind of app I proud my CBE,positive,0.4767,Other
Commercial Bank of Ethiopia,very good and safe for me!,positive,0.7683,Other
Commercial Bank of Ethiopia,it is best bank,positive,0.6369,Other
Commercial Bank of Ethiopia,"very good, but sometimes....",positive,0.2724,Other
Commercial Bank of Ethiopia,ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,neutral,0.0,Other
Commercial Bank of Ethiopia,Why not allowed to pay for fuel?,positive,0.0762,Other
Commercial Bank of Ethiopia,Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,negative,-0.7644,Transaction Performance
Commercial Bank of Ethiopia,ቆንጆ ነው,neutral,0.0,Other
Commercial Bank of Ethiopia,Great version,positive,0.6249,Other
Commercial Bank of Ethiopia,Good and easy to use,positive,0.7003,UI/UX
Commercial Bank of Ethiopia,nice app and fast money transfer,positive,0.4215,Transaction Performance
Commercial Bank of Ethiopia,Really automated...,neutral,0.0,Other
Commercial Bank of Ethiopia,good App,positive,0.4404,Other
Commercial Bank of Ethiopia,bek betam kelal,neutral,0.0,Other
